X,Y,Theta,Range,Bearing,ATE_MSRE,Num_Landmarks
0.03807947176588889,0.0951207163345817,0.026019167591589856,0.6387926357773329,0.03459551647692579,2.5948552331832233,186
0.016443457513284063,0.006750277604651747,0.030468817979407606,0.6410035105688879,0.12612952560340618,69.90764413214163,255
0.0030378649352844423,0.09702107536403744,0.02935017259232563,0.29110519961044856,0.03887436749087057,66.88445303281691,361
0.01915704647548995,0.03111998205299424,0.019146911507692564,0.48875051677790415,0.05701426631494766,46.79527016826329,199
0.06157343657751557,0.01480989220455214,0.011433212669134583,0.4297256589643226,0.08434591327897721,20.08774919624319,198
0.07873242017790835,0.020767704433677616,0.018797988999171233,0.6331731119758383,0.01642841634827669,2.1642926637669726,201
0.0611469403382424,0.017881888245041864,0.0039025217663890416,0.9539969835279999,0.16883450048881116,77.68233961357215,173
0.08103133746352965,0.0311567631481637,0.0049842592079041995,0.7158097238609412,0.08170669341285947,10.568473278994192,177
0.06658970615104422,0.0623157792876936,0.03020027569102718,0.6720480968906528,0.16611894129280982,1.8778146804275961,150
0.001,0.1,0.03490658503988659,1.0,0.008726646259971648,16.724072050745292,243
0.1,0.1,0.0017453292519943296,0.5144345174917635,0.17453292519943295,45.06302654025465,168
0.018061303341788144,0.09234938560069025,0.015771967656326193,0.7415603484392385,0.10508777414537818,20.21045700083129,176
0.037886053361636016,0.07240808293942333,0.02628292041813887,0.7356647149650543,0.13996234886704745,3.028057859198841,161
0.1,0.001,0.03490658503988659,0.88141856126221,0.008726646259971648,70.90673932741198,335
0.09203442754647345,0.049172758044386394,0.03180989130244744,0.6839309071133461,0.10983008421984514,1.8544107018122515,155
0.001,0.1,0.03490658503988659,1.0,0.17453292519943295,18.780284840888005,204
0.03539804590045199,0.045775008173606704,0.009025182676360485,0.8369932161365728,0.04183363284223495,67.3369161709107,191
0.02474569963099073,0.038730406941703786,0.024116702097220218,0.18448832288465428,0.1657823231403534,2.841064721999633,248
0.001,0.1,0.0017453292519943296,0.8658441809995346,0.16134972907914796,131.08063818781693,293
0.012548931238325137,0.09117098789603985,0.001842852330669629,0.5851551038953208,0.12037142185012097,66.68761153225022,256
0.06236059370745763,0.0624743052401803,0.02915677288480663,0.6745831956274037,0.16359261656943608,6.838835407230589,211
0.06411470805067081,0.08153480595872066,0.008414817297877995,0.24063434441777948,0.113488041134413,2.5011686421129427,205
0.001,0.05220360437179752,0.0017453292519943296,0.7488493452578188,0.008726646259971648,1135.422585257814,584
0.09267247602792707,0.09556254201643867,0.022389379279636863,0.5509641177192635,0.0330346719652206,2.8483425447201025,192
0.09385647288478001,0.02980159221889488,0.006747594215150463,0.5768028610574327,0.09789461561380144,3.1210141750266533,176
0.025987261115345096,0.05831483024109807,0.003339319886629946,0.9135709722652033,0.07227276091428186,89.58115004639122,187
0.08774606679004035,0.0535874108580543,0.007478224340230551,0.8364114393739858,0.11294308118450444,41.245443480877896,170
0.07851280038310565,0.027528730408337178,0.03296223777811226,0.456468672400437,0.06809710576972981,70.53271651488997,198
0.04319984268906181,0.007921351326344025,0.03490658503988659,0.5032296380150992,0.16526455440736879,51.11652920934058,254
0.08946222631485587,0.1,0.023753817839379146,1.0,0.10866479889899547,1.8199434215671226,146
0.02191869509953108,0.1,0.0017453292519943296,0.45335912473764317,0.1310068073364402,45.137374153679055,206
0.0920504903005768,0.04834423464055284,0.030353660484895677,0.6851862126276376,0.11073064450949031,1.7730642324746062,155
0.07615697394168584,0.05489614926756324,0.014562660923615115,0.9500316136878993,0.06130655238491693,1.9593778817533318,164
0.1,0.07243280825140051,0.0017453292519943296,0.3692629435017964,0.17453292519943295,56.48515174914742,249
0.1,0.1,0.0017453292519943296,0.12879271641675025,0.11275696310320713,3.946840842432561,220
0.1,0.001,0.0017453292519943296,0.17329434224487372,0.07267127962422547,55.962563952707974,394
0.001,0.0018146977441490916,0.03490658503988659,1.0,0.0993112850073905,120.92756087106122,271
0.001,0.001,0.0017453292519943296,0.3826830648433253,0.17453292519943295,527.0608993938044,459
